,词语,词频
42062,喂养,1
42063,威,4
42064,埃菲社,1
42065,佛朗哥,1
42066,独裁,1
42067,入盟,1
42068,要冲,1
42069,四级,1
42070,直布罗陀,3
42071,南欧,2
42072,主导权,1
42073,加那利,1
42074,指挥权,1
42075,游离,1
42076,欧共体,1
42077,其后,3
42078,属区,3
42079,鲁宾,3
42080,麦纳麦,3
42081,敏感区,1
42082,菲央行,1
42083,经改,1
42084,劳资政,3
42085,储备金,1
42086,拖累,1
42087,管理化,1
42088,蒂穆尔,1
42089,进口税,1
42090,特别税,1
42091,预算内,2
42092,劳资,1
42093,侦察机,3
42094,弥合,3
42095,毒气,1
42096,折衷,2
42097,圣战,1
42098,施压,3
42099,老妇,1
42100,兑换率,1
42101,加布罗沃,1
42102,幽默感,1
42103,联欢节,1
42104,彼得,3
42105,频仍,1
42106,卑劣,2
42107,迈达尼,1
42108,贝迪埃,1
42109,纳米比亚,1
42110,努乔马,1
42111,也门,1
42112,普斯托沃伊坚科,1
42113,阿拉塔斯,1
42114,巴达维,1
42115,捐助款,1
42116,克隆牛,2
42117,马萨诸塞,1
42118,罗布尔,2
42119,斯泰思,1
42120,受精卵,1
42121,血浆,3
42122,不久以后,1
42123,持枪证,1
42124,弹药,1
42125,宗派,1
42126,金边,3
42127,自由民主党,1
42128,高棉,1
42129,民族党,1
42130,奉辛比克党,2
42131,安盟,4
42132,采矿,3
42133,禁飞区,1
42134,梅农盖,1
42135,联系国,3
42136,二点五,1
42137,八千万,1
42138,三百五十亿,1
42139,二点四亿,1
42140,五点九三亿,1
42141,一百二十八亿,1
42142,若石,1
42143,爱克发,2
42144,伟良,3
42145,茂荣,1
42146,截然,2
42147,资本密集型,2
42148,大中小企业,1
42149,贡献度,1
42150,半导体,3
42151,增长源,1
42152,朝野,2
42153,单边,1
42154,上半期,1
42155,格林斯潘,5
42156,孪生,2
42157,实际工资,2
42158,制约性,1
42159,载文,1
42160,高级化,1
42161,半导体业,1
42162,那末,2
42163,发展期,1
42164,侵越,1
42165,军备,1
42166,军费,1
42167,英特尔,1
42168,年率,3
42169,缴付,1
42170,受益国,1
42171,进出口额,1
42172,累计额,2
42173,玉华,2
42174,通货,5
42175,紧缩性,8
42176,月度,1
42177,抽紧,1
42178,联储,2
42179,减去,1
42180,破产案,2
42181,航天航空业,1
42182,消费力,1
42183,克鲁格曼,1
42184,过剩论,1
42185,驳斥,1
42186,生产过剩,1
42187,梓树,1
42188,乔波,2
42189,英杰,2
42190,宿将,1
42191,致焕,1
42192,菊红,1
42193,巴塞罗那,1
42194,利勒哈默尔,3
42195,圣火,2
42196,札幌市,1
42197,九州岛,1
42198,鹿儿岛县,1
42199,五色塔,1
42200,八木佑四郎,1
42201,八木,1
42202,镇静,1
42203,地利,1
42204,通气会,1
42205,排联,4
42206,总决赛,1
42207,诸强,1
42208,夹击,1
42209,塔基,1
42210,排球界,1
42211,犹为未晚,1
42212,滑落,1
42213,三流,1
42214,排坛,1
42215,理士,3
42216,港协,3
42217,康体,1
42218,震霆,2
42219,红星御酒杯,1
42220,德宝,1
42221,晚报社,1
42222,威鑫宝,1
42223,冈波斯,1
42224,克兴,1
42225,贡献奖,1
42226,监测网,1
42227,左家庄,1
42228,街心,3
42229,单杠,1
42230,双杠,1
42231,乒乓球台,1
42232,体育节,1
42233,晨练点,1
42234,广播体操,1
42235,自给有余,1
42236,治勋,6
42237,昌赫,4
42238,加藤正夫,1
42239,奉洙,1
42240,圣宰,4
42241,俊勋,3
42242,小林觉,2
42243,秀壮,2
42244,时熏,3
42245,片冈聪,2
42246,薰铉,2
42247,荣垣,2
42248,雷蒙,3
42249,跳水赛,1
42250,丹,2
42251,长池,1
42252,福斯特,1
42253,拳台,1
42254,泰森,8
42255,内华达州,2
42256,拉斯韦加斯城,1
42257,转行,1
42258,茬,5
42259,杀出,1
42260,奥斯汀,2
42261,摔跤赛,1
42262,闷气,2
42263,半年前,2
42264,欢歌,9
42265,积安,1
42266,斤斤计较,1
42267,熄灯号,2
42268,情话,2
42269,赶排,2
42270,继钢,1
42271,皆大欢喜,1
42272,家常话,1
42273,摆起,1
42274,暴饮暴食,1
42275,游赏,1
42276,欢乐曲,1
42277,当心,3
42278,烹,1
42279,生火,2
42280,新鲜感,1
42281,一得之见,1
42282,大作,1
42283,变化有致,1
42284,灯谜,2
42285,妙趣横生,3
42286,情境,1
42287,连唱,1
42288,录播,1
42289,镜头感,1
42290,仿生,1
42291,冰凌,1
42292,树挂,1
42293,山崖,1
42294,竹楼,2
42295,当空,1
42296,竹乡,1
42297,美景,4
42298,排练厅,1
42299,日日,2
42300,乐舞,1
42301,一台台,1
42302,工作室,1
42303,操办,1
42304,伉俪,1
42305,音乐剧,2
42306,盖头,1
42307,牧羊人,1
42308,雪绒花,1
42309,保利,1
42310,绕梁,1
42311,堂吉诃德,2
42312,汝蘅,1
42313,名戏,1
42314,忙碌不堪,1
42315,澄雄,1
42316,独奏家,1
42317,担纲,2
42318,孔泽尔,4
42319,奥斯卡,2
42320,埃瑞克,1
42321,达特茅思,1
42322,辛辛那提,1
42323,八点钟,1
42324,五十七,2
42325,八百万,1
42326,电声,1
42327,指挥棒,1
42328,辛德勒,1
42329,狮子王,1
42330,阿甘,1
42331,正传,1
42332,主题曲,2
42333,思文,1
42334,秉锐,1
42335,办起,2
42336,蓝剑,2
42337,小合唱,1
42338,知名演员,2
42339,永哲,1
42340,越峰,2
42341,立民,2
42342,礼慧,1
42343,蕾,4
42344,碧璇,1
42345,大饱耳福,1
42346,男声,2
42347,演奏者,1
42348,洛宾,1
42349,伏尔加,2
42350,纳西,8
42351,古乐,8
42352,活化石,1
42353,出演,2
42354,名诗,2
42355,诵,2
42356,霞芳,1
42357,评弹,2
42358,土著,2
42359,矿石,3
42360,杀伤力,1
42361,魔岩,3
42362,杰克,3
42363,掳走,1
42364,联络员,2
42365,舒曼,1
42366,突击队员,1
42367,奄奄一息,1
42368,土著人,3
42369,追杀,1
42370,上映,2
42371,法拉美穗,1
42372,山本未来,1
42373,华健,1
42374,木胜,2
42375,飞狐,1
42376,精武门,1
42377,洪熙官,1
42378,本昌,3
42379,济公,4
42380,善恶,3
42381,惩恶扬善,1
42382,服务经,2
42383,生意经,1
42384,吃穿住行,1
42385,主厨,1
42386,菜馆,2
42387,一应,1
42388,家什,1
42389,菜料,1
42390,名菜馆,1
42391,发型,1
42392,容颜,1
42393,蜜月,1
42394,发型师,1
42395,化妆师,1
42396,梦幻,3
42397,建国路,1
42398,九十九,1
42399,中服,1
42400,一千四百,1
42401,映衬,3
42402,伸缩,1
42403,冰面,2
42404,喷泉,4
42405,实景,2
42406,电脑灯,1
42407,激光灯,2
42408,百老汇,1
42409,雨中曲,1
42410,凡尔赛,1
42411,宫廷舞,1
42412,斗牛舞,1
42413,夏威夷,1
42414,草裙舞,1
42415,中餐,3
42416,法餐,1
42417,泰餐,1
42418,助贫,1
42419,弦和,2
42420,诗朗诵,1
42421,哲琴,1
42422,包蕴,1
42423,绞尽,1
42424,脑汁,1
42425,冷处理,1
42426,撩开,1
42427,面纱,2
42428,外人,1
42429,大团圆,3
42430,应允,1
42431,详文,1
42432,西央,1
42433,相声,3
42434,阖家团聚,1
42435,大菜,1
42436,踏步,1
42437,星光奖,1
42438,调进,1
42439,星光,1
42440,恋曲,1
42441,小帆,1
42442,脑门子,1
42443,万鼓催春,1
42444,极富,1
42445,情韵,1
42446,东西南北,3
42447,演出者,1
42448,请来,1
42449,兴许,1
42450,民族村,1
42451,艺员,2
42452,外景,2
42453,当红,1
42454,歌星,3
42455,信哲,1
42456,美声,2
42457,唱法,1
42458,组唱,1
42459,传唱,1
42460,地方戏,2
42461,戏迷,2
42462,老少咸宜,1
42463,本山,1
42464,佩斯,1
42465,时茂,1
42466,丹丹,1
42467,丽蓉,1
42468,南霸天,1
42469,胡汉三,1
42470,振清,1
42471,希娟,1
42472,珊,1
42473,璐瑶,1
42474,反串,1
42475,一千六百,2
42476,面见,1
42477,公婆,1
42478,操心,1
42479,惴惴不安,1
42480,台长,2
42481,化勇,1
42482,友开,1
42483,费尽,1
42484,飞摄,1
42485,哪般,1
42486,本子,13
42487,二为,1
42488,得奖,1
42489,十几万,2
42490,笠翁,1
42491,停机,3
42492,腊月廿九,1
42493,正月初七,1
42494,一百八十九,1
42495,万事,1
42496,心心,1
42497,评介,1
42498,金玉满堂,1
42499,贺岁喜剧,1
42500,初五,2
42501,廿九,2
42502,串联,4
42503,联剧,1
42504,群星荟萃,1
42505,戏曲界,1
42506,虎娃,1
42507,黄梅戏,1
42508,评剧,3
42509,越剧,8
42510,女强人,1
42511,喇叭声,2
42512,烈,3
42513,情殇,1
42514,喜剧片,5
42515,古装片,1
42516,风华绝代,1
42517,狙击手,1
42518,冒牌,1
42519,西楚,1
42520,满汉全席,1
42521,乐魂,1
42522,情人,1
42523,良宵,3
42524,神灯,3
42525,顿河,1
42526,轻喜剧,1
42527,佐罗,1
42528,不独,3
42529,古典文学,7
42530,呈祥,1
42531,鸿篇巨制,1
42532,四十三,1
42533,九亿,1
42534,名垂史册,1
42535,功在千秋,1
42536,印数,1
42537,轰动性,1
42538,毋庸,1
42539,耗用,1
42540,坦陈,1
42541,红梦楼,1
42542,原著,3
42543,福荫,1
42544,蔚为壮观,1
42545,西游,1
42546,实乃,1
42547,愚作,1
42548,九六,1
42549,截稿,1
42550,一千二百零五,1
42551,五千三百零一,1
42552,初评,2
42553,终评,1
42554,断钻,1
42555,向文,1
42556,星空,3
42557,插队,1
42558,知识青年,2
42559,朗朗,3
42560,忆起,1
42561,窝囊,1
42562,化名,1
42563,收听率,1
42564,一兵,1
42565,坪,2
42566,世界屋脊,1
42567,佩琦,1
42568,俊以,7
42569,烦乱,1
42570,词作者,1
42571,艺苑,1
42572,庆云,3
42573,泡泡,3
42574,同庆,1
42575,雪芬,2
42576,经典性,1
42577,普及性,1
42578,契诃夫,1
42579,入门,1
42580,拉扎尔,1
42581,贝尔曼,12
42582,弹奏,2
42583,柴一,2
42584,沮丧,1
42585,临到,1
42586,德伦,4
42587,同窗,1
42588,岁月不饶人,1
42589,巅峰期,1
42590,李斯特,2
42591,拉赫玛尼诺夫,1
42592,斯克里亚宾,1
42593,诠释者,1
42594,吉列尔斯,1
42595,里赫特,1
42596,老境,1
42597,炫技式,1
42598,穆索尔斯基,1
42599,内敛,1
42600,夏宫,1
42601,酒楼,5
42602,北影厂,1
42603,新影,1
42604,联影业,1
42605,九百零八万八千八百五十六,1
42606,电影局,2
42607,文骥,1
42608,达列什,8
42609,下集,1
42610,玛丽娅,4
42611,倾尽,1
42612,家产,1
42613,心上人,1
42614,长眠,1
42615,聪慧,1
42616,阿依曼,3
42617,忘年之交,1
42618,肾衰竭,1
42619,哈米拉,2
42620,血型,1
42621,绝望,3
42622,散文诗,3
42623,岸柳,1
42624,精魂,2
42625,白羽,1
42626,连天,4
42627,栉风沐雨,1
42628,冰川,1
42629,崩裂,1
42630,如临深渊,1
42631,神魂,1
42632,惊悚,1
42633,山洪,1
42634,神魄,3
42635,心胸,1
42636,发祥之地,1
42637,浩浩然,1
42638,茫茫然,1
42639,滂滂然,1
42640,沛沛然,1
42641,富饶,2
42642,抚育,1
42643,年事,2
42644,既往,1
42645,一往无前,2
42646,二次大战,2
42647,血战,1
42648,慷慨悲歌,1
42649,交响,3
42650,凤凰山,5
42651,小屋,4
42652,分派,1
42653,奋笔直书,1
42654,历历在目,1
42655,皮筏,1
42656,波浪,2
42657,恍然,1
42658,悟到,1
42659,运筹帷幄,1
42660,血雨腥风,1
42661,砸碎,1
42662,桎梏,3
42663,亮堂堂,1
42664,诸峰,1
42665,春光明媚,1
42666,初识,1
42667,宽厚仁德,1
42668,雄才伟略,1
42669,雍容大度,1
42670,扬眉万里,1
42671,千军,1
42672,恰逢,1
42673,漳河,1
42674,水势,1
42675,陡然,2
42676,咆哮,4
42677,摧崖拍岸,1
42678,悬崖,2
42679,谈笑,1
42680,泅渡,1
42681,浓荫,1
42682,蔽,1
42683,清溪,1
42684,千山万壑,1
42685,助威,2
42686,势如破竹,1
42687,烈火,1
42688,红缨枪,1
42689,戟立,1
42690,地下道,1
42691,策马飞驰,1
42692,南宫,2
42693,卡尔逊,3
42694,厅堂,1
42695,旁征博引,1
42696,侃侃而谈,1
42697,芥末,1
42698,作答,1
42699,蹂躏,1
42700,眼观六路,1
42701,耳听八方,1
42702,灵慧,1
42703,国统区,1
42704,歇凉,1
42705,末了,4
42706,天翻地覆,1
42707,千秋万载,1
42708,半空,1
42709,云层,1
42710,一碧如洗,1
42711,万里无云,1
42712,一望无垠,1
42713,冰峰雪岭,1
42714,纹,2
42715,君临,1
42716,茫茫无际,1
42717,盘绕,1
42718,细长细长,1
42719,若隐若现,1
42720,闪闪烁烁,1
42721,恣肆,1
42722,纵情,2
42723,乘风破浪,1
42724,弩,1
42725,险阻,1
42726,暗礁,1
42727,长歌当啸,1
42728,赫赫巍巍,1
42729,子龙,1
42730,遥望,1
42731,普者黑,16
42732,西南方,1
42733,滇东南,1
42734,翡翠,1
42735,邱北县,2
42736,邱北,1
42737,这时候,3
42738,叫住,1
42739,百分之九十四,1
42740,颠,1
42741,腰酸背疼,1
42742,臀,1
42743,僵,1
42744,灰头土脸,1
42745,唇干舌燥,1
42746,跌进,1
42747,清凉,1
42748,天色,1
42749,顷,1
42750,湖光,1
42751,烟霭霞影,1
42752,烟波,2
42753,青峰,2
42754,突起,1
42755,影落波摇,1
42756,沉醉,3
42757,痴迷,2
42758,一路风尘,2
42759,躁热,1
42760,篝火,8
42761,采风团,1
42762,场子,1
42763,洋相,1
42764,老少,4
42765,忘乎所以,2
42766,不知今夕何夕,1
42767,顶天立地,1
42768,光柱,2
42769,通亮,1
42770,唱歌,3
42771,野趣,1
42772,永志不忘,1
42773,海鲜,3
42774,火光,1
42775,贱,1
42776,同日而语,1
42777,油客轮,1
42778,入侵者,1
42779,破坏者,1
42780,千岛湖,2
42781,油星子,1
42782,空盒,1
42783,脏物,1
42784,燕塞湖,2
42785,面目全非,1
42786,调理,1
42787,下龙湾,2
42788,贝类,1
42789,一字排开,1
42790,柳叶形,1
42791,划桨,2
42792,船主,2
42793,掌舵,2
42794,打问,1
42795,阿良,9
42796,阿木,1
42797,飞舟,1
42798,成全,1
42799,遮住,1
42800,霭,1
42801,飘飘摇摇,1
42802,箭头,1
42803,欢娱,1
42804,撒落,1
42805,星星点点,1
42806,波光云影,1
42807,群峰,2
42808,俯仰,1
42809,平湖一镜,1
42810,水光,1
42811,山影,1
42812,山山,1
42813,迷幻,1
42814,青岚,1
42815,翠碧,1
42816,猪草,1
42817,剖,1
42818,莲芰生烟,1
42819,荷阵,1
42820,菱香,1
42821,红莲,1
42822,酣,2
42823,顺流而下,1
42824,漂到,1
42825,二百八十六,1
42826,溶洞,2
42827,二百四十,1
42828,如诗如画,1
42829,船老大,1
42830,兔子,3
42831,撵,2
42832,彝语,1
42833,婉转,2
42834,变化万端,1
42835,开唱,1
42836,应声,1
42837,哥俩,4
42838,润润,1
42839,歌王,1
42840,求婚,1
42841,对歌,1
42842,湖心,1
42843,追星族,2
42844,小费,1
42845,无地自容,1
42846,亵渎,2
42847,美意,1
42848,河里,4
42849,漂流,2
42850,订金,1
42851,橡皮筏子,1
42852,打圆场,1
42853,湖岸,1
42854,克玉,1
42855,狼,1
42856,邈远,2
42857,切切实实,2
42858,四十九,1
42859,一百二十五,1
42860,嫩江,2
42861,辽阔无涯,1
42862,拉链,1
42863,壮美,3
42864,金灿灿,2
42865,麦穗,1
42866,碧幽幽,1
42867,蓊郁郁,1
42868,青空,1
42869,分场,2
42870,雄师,1
42871,硬板板的,1
42872,老茧,1
42873,钢钳,1
42874,改天换地,1
42875,茧花,1
42876,爆绽,1
42877,带电,1
42878,撒播,1
42879,阳春,1
42880,位处,1
42881,无霜期,1
42882,圣诞老人,7
42883,白髯,1
42884,冰棱,1
42885,年年月月,1
42886,大雁,1
42887,岿然不动,1
42888,屯扎,1
42889,涓滴成溪,1
42890,萧萧,1
42891,蔓蔓,1
42892,荒野,1
42893,可不,3
42894,遛,1
42895,呼风唤雨,2
42896,倚天仗剑,1
42897,磅礴,1
42898,大智大慧,1
42899,游刃,1
42900,闲雅,1
42901,化学化,1
42902,张力,5
42903,质感,1
42904,垦边,1
42905,庞伟,1
42906,北大仓,1
42907,三分之一,2
42908,炫人眼眸,1
42909,桃红,1
42910,腰酸腿痛,1
42911,喘气,2
42912,吃力,2
42913,下山,2
42914,树丛,1
42915,树藤,1
42916,焦黑,1
42917,冷杉,3
42918,野人,2
42919,环视,1
42920,枯杉,10
42921,干枝,2
42922,莫非,4
42923,枯木,1
42924,低沉,1
42925,顿悟,2
42926,坦然,2
42927,反问,1
42928,呵呵,1
42929,雷劈,1
42930,求饶,1
42931,自然规律,1
42932,不语,1
42933,打量,3
42934,努,1
42935,登山者,1
42936,墨黑,2
42937,熠熠闪闪,1
42938,流云,1
42939,绮丽,1
42940,匍匐,2
42941,傲岸,2
42942,身姿,1
42943,哭泣,1
42944,茁长,1
42945,秀色,1
42946,豪气,3
42947,枯立木,1
42948,剥落,1
42949,躯干,2
42950,巨响,3
42951,遗迹,5
42952,青嫩,1
42953,约定俗成,1
42954,物是人非,1
42955,总结性,1
42956,迫近,1
42957,漫不经心,1
42958,外企,4
42959,簿子,3
42960,华贵,1
42961,霸占,1
42962,波光,1
42963,诡谲,1
42964,迭起,1
42965,秉笔直书,1
42966,雅致,1
42967,悻悻,1
42968,明珠投暗,1
42969,豆腐,1
42970,田字格,1
42971,记事簿,8
42972,咖啡色,1
42973,羊皮感,1
42974,才华横溢,1
42975,拆开,1
42976,锡箔,1
42977,包扎,1
42978,快刀,1
42979,赠与,1
42980,好使,1
42981,快件,1
42982,冷笑,1
42983,派送,1
42984,陪笑,1
42985,沁出,1
42986,改日,1
42987,负荆请罪,1
42988,速寄,2
42989,正色,1
42990,蓄芳,1
42991,机动权,1
42992,清仓,1
42993,定做,2
42994,赠品,2
42995,备份,1
42996,山穷水尽,1
42997,留心,1
42998,碰巧,1
42999,不在乎,1
43000,愤愤,1
43001,侠义,1
43002,迷途,1
43003,信鸽,1
43004,杳无音信,1
43005,虚晃一枪,1
43006,空头支票,1
43007,嫁祸,1
43008,唾沫,1
43009,星子,1
43010,听筒,1
43011,懒懒,1
43012,手下人,1
43013,暮春,1
43014,关山重重,2
43015,万里迢迢,1
43016,面交,1
43017,奔跑,1
43018,交到,1
43019,纸页,1
43020,濡,1
43021,下肚,1
43022,太白,1
43023,岷山,1
43024,释愁,1
43025,工部,1
43026,不胜,1
43027,祭,1
43028,陆游,1
43029,翼王,1
43030,达开,1
43031,掷杯,1
43032,把盏,1
43033,奔泻,1
43034,赤壁,1
43035,吴淞口,1
43036,浦江,1
43037,明月,2
43038,巴蜀,1
43039,月亏,1
43040,举杯,4
43041,浊水溪,1
43042,咸咸的,1
43043,摇头摆尾,2
43044,挥挥,1
43045,凤凰岭,8
43046,华歌,1
43047,滴翠,2
43048,清风,1
43049,伏牛山,1
43050,凤凰岭村,2
43051,葡萄园,1
43052,出落,1
43053,丰盈,1
43054,水灵,1
43055,美艳,1
43056,底气十足,1
43057,穷困,1
43058,光棍村,1
43059,艳羡,1
43060,养颜,1
43061,一趟趟,1
43062,盯上,1
43063,相中,1
43064,气宇,1
43065,儒雅,2
43066,土生土长,1
43067,不夜城,1
43068,捏一把汗,1
43069,赶时髦,1
43070,理会,2
43071,黏土,1
43072,水肥,1
43073,概略,1
43074,山民,2
43075,出水才看两腿泥,1
43076,巨峰,1
43077,黑奥林,1
43078,稔藤,1
43079,挖槽,1
43080,葡萄苗,1
43081,滴溜溜,1
43082,苗苗,1
43083,搭架,1
43084,培土,1
43085,渴盼,1
43086,淡紫,1
43087,丰稔,1
43088,心醉,1
43089,笑语,3
43090,缠绕,1
43091,一垄垄,1
43092,一架架,1
43093,闹醒,1
43094,架子车,1
43095,逶迤,1
43096,大鼻子,1
43097,叽里咕噜,1
43098,含糖量,1
43099,写下,1
43100,还报,1
43101,滴香流蜜,1
43102,花果山,1
43103,英气逼人,1
43104,潇潇洒洒,1
43105,岭上,1
43106,斜射,1
43107,挥斥方遒,1
43108,痴情,1
43109,一株株,2
43110,葡萄藤,1
43111,千军万马,2
43112,整装待发,2
43113,抿,1
43114,透出,1
43115,少年老成,1
43116,畅想曲,1
43117,孩提,1
43118,冬至,1
43119,闯进,2
43120,老天,1
43121,降下,1
43122,铺天盖地,1
43123,亲缘,1
43124,难解难分,4
43125,宋朝,1
43126,耒,1
43127,残雪,1
43128,冰笋,1
43129,柳梢,1
43130,情致,1
43131,江边,1
43132,妙笔,1
43133,银花,1
43134,吟出,1
43135,瑞雪兆丰年,1
43136,堆起,1
43137,在望,2
43138,白皑皑,1
43139,下一场,1
43140,全身心,2
43141,雪神,1
43142,梨花,3
43143,踏雪寻梅,1
43144,放歌,1
43145,新程,1
43146,一页页,1
43147,阴沉沉,1
43148,难挨,1
43149,一场场,2
43150,怀春,1
43151,仪态,1
43152,升腾,2
43153,雪野,1
43154,银祥,1
43155,冀晋,1
43156,井陉,1
43157,苍岩山,5
43158,啖,1
43159,崖,1
43160,五岳,1
43161,奇秀,1
43162,苍岩,7
43163,裸岩,1
43164,迥然有异,1
43165,身临其境,1
43166,如沐薰风,1
43167,神清气爽,1
43168,白檀,8
43169,松柏,1
43170,质材,1
43171,文人佳士,1
43172,美男子,1
43173,檀郎,1
43174,姣好,1
43175,檀栾,1
43176,檀,1
43177,上品,1
43178,成片,3
43179,百思不得其解,1
43180,考证,3
43181,裂开,1
43182,中空,2
43183,飘渺,1
43184,垂危,1
43185,细察,1
43186,叶翠欲滴,1
43187,根深叶茂,1
43188,穷山恶山,1
43189,旱害,1
43190,概莫能外,1
43191,皮肉,2
43192,何足挂齿,1
43193,肃然起敬,2
43194,神树,1
43195,健硕,1
43196,沙石,1
43197,揳入,1
43198,木桩,1
43199,肌肉,1
43200,鸳鸯树,1
43201,合照,1
43202,经年,2
43203,无存,1
43204,根部,1
43205,摇摇曳曳,1
43206,叶片,2
43207,碎语,1
43208,良久,1
43209,惟恐,1
43210,礼赞图,1
43211,柏树,1
43212,崖顶,1
43213,葱葱郁郁,1
43214,经年累月,1
43215,旱魔,1
43216,淫威,1
43217,造化物,1
43218,饥渴,2
43219,霜雪,1
43220,绝壁,3
43221,砌起,1
43222,拱桥,2
43223,一千三四百,1
43224,隋朝,3
43225,大殿,1
43226,福兴寺,1
43227,悬空寺,1
43228,赵州,1
43229,安济,1
43230,石桥,2
43231,拱石桥,1
43232,石匠,1
43233,飞桥,3
43234,如来佛,1
43235,相助,1
43236,鲁班,1
43237,绝艺,2
43238,八仙,1
43239,传石,1
43240,十八罗汉,1
43241,拱券,2
43242,无穷的,1
43243,天堑,1
43244,木柴,1
43245,崖沟,1
43246,浇上,1
43247,冰台,2
43248,匠人,1
43249,构,2
43250,石缝,1
43251,悬壁,1
43252,桥殿飞虹,2
43253,出家为尼,1
43254,魂飞西天,1
43255,孤灯,1
43256,隋炀帝,1
43257,金枝玉叶,1
43258,奢糜,1
43259,佛,6
43260,佛门,1
43261,荒无人烟,1
43262,佛国,3
43263,出家,1
43264,要命,2
43265,悬崖峭壁,1
43266,建寺,1
43267,迈步,1
43268,遍采,1
43269,疗济众生,1
43270,谆谆,1
43271,宣扬,2
43272,佛理,1
43273,化缘,2
43274,积资,1
43275,巨业,1
43276,石径,1
43277,险峰,1
43278,铁志,1
43279,耗子药,1
43280,分得,1
43281,间杂,1
43282,玉米粒,2
43283,高粱米,1
43284,凑近,1
43285,隐约,1
43286,闻到,1
43287,鼠药,5
43288,香油,1
43289,恨不得,1
43290,抢吃,1
43291,大惊失色,1
43292,乱来,1
43293,出人命,1
43294,咽,1
43295,口水,1
43296,大喜过望,1
43297,灭鼠,1
43298,感慨系之,1
43299,爱委会,1
43300,一大半,1
43301,吃剩,1
43302,不理,1
43303,水涨船高,4
43304,娇,1
43305,猫肉,1
43306,眼皮,2
43307,丧气,1
43308,吃食,1
43309,抠门,1
43310,葛朗台,1
43311,发霉,1
43312,加温,1
43313,寒酸状,1
43314,齿冷,1
43315,刁钻,1
43316,硕鼠,2
43317,刁,1
43318,贿情,1
43319,手榴弹,1
43320,摆平,2
43321,小命,1
43322,没准儿,1
43323,钓公,4
43324,天门市,1
43325,杨花台村,3
43326,养鱼池,1
43327,大石碑,1
43328,公路口,1
43329,违约,5
43330,一百三十,1
43331,精养,1
43332,钓竿,1
43333,酒足饭饱,2
43334,鲜鱼,2
43335,所剩无几,1
43336,拒钓,2
43337,钓鱼者,1
43338,补交,1
43339,鱼款,1
43340,旧病,1
43341,复发,1
43342,自此,1
43343,止住,1
43344,先礼后兵,1
43345,惯于,1
43346,纵深行,7
43347,主抓,1
43348,培训司,1
43349,君音,8
43350,博士后,1
43351,病危,1
43352,嘱,1
43353,科技教育界,1
43354,迎宾曲,1
43355,鱼水情深,1
43356,昂扬斗志,1
43357,宗教界,16
43358,班禅,1
43359,现时代,1
43360,教职,1
43361,后继有人,2
43362,三自,1
43363,冠宗,2
43364,文藻,3
43365,鲁贤,2
43366,士伟,3
43367,宗信,2
43368,万通,2
43369,幼陵,1
43370,动物性,1
43371,富含,1
43372,钙质,1
43373,骨质,1
43374,疏松,1
43375,酶类,1
43376,球蛋白,1
43377,代谢,1
43378,换料,2
43379,停堆,1
43380,并网,1
43381,满发,1
43382,垦利县,1
43383,西十四村,1
43384,金凤,1
43385,包村组,1
43386,延明,1
43387,文忠,1
43388,甬,1
43389,该段,5
43390,同江,1
43391,三亚,9
43392,超英,1
43393,慧川,1
43394,车辆厂,1
43395,宝井,1
43396,彭泽县,1
43397,彭泽鲫,2
43398,鱼种,1
43399,昭雄,1
43400,外方,2
43401,专用线,1
43402,镇住,1
43403,柔性,1
43404,投标法,3
43405,从无到有,1
43406,数以,1
43407,上万亿,1
43408,中标方,1
43409,工程建设界,1
43410,节资率,2
43411,节汇率,1
43412,二滩,1
43413,分交,1
43414,起价,1
43415,招标制,2
43416,供应处,1
43417,护航,1
43418,鲁布革,1
43419,底价,2
43420,颁行,1
43421,私泄,1
43422,标底,1
43423,政出多门,1
43424,送审稿,1
43425,省心,3
43426,王舍人镇,2
43427,嫩,1
43428,长成,1
43429,梁四村,2
43430,村头,3
43431,文芳,5
43432,拉起呱来,1
43433,看样子,2
43434,轻快,2
43435,播种机,1
43436,灭草剂,1
43437,一整天,1
43438,镇长,1
43439,拌种,1
43440,农技站,2
43441,小买卖,1
43442,农机站,1
43443,水利站,1
43444,蔬菜办,1
43445,一百七十亿,2
43446,晓灵,1
43447,发债,2
43448,借债,2
43449,追索权,1
43450,化减,1
43451,透明化,1
43452,评级,1
43453,货主,6
43454,河唇,2
43455,车务段,1
43456,四季豆,1
43457,群力,1
43458,孚平,1
43459,进料加工,1
43460,劈头,1
43461,中质,1
43462,优质稻,8
43463,为啥,1
43464,稻种,2
43465,稻米,2
43466,该关,1
43467,文锦渡,3
43468,花果,1
43469,罗湖,3
43470,旅检,2
43471,沙头角,1
43472,蛇口,1
43473,存活率,1
43474,整饬一新,1
43475,地库,1
43476,业刚,1
43477,丁家山,1
43478,砍伐一空,1
43479,六朝,1
43480,纱锭,2
43481,限产压锭,1
43482,移锭,3
43483,焰,1
43484,炼钢炉,2
43485,见证人,1
43486,棉纱锭,2
43487,粉身碎骨,1
43488,回炉,1
43489,吸盘,1
43490,残缺,1
43491,轰鸣声,1
43492,轻轻的,1
43493,求生,1
43494,卖锭,1
43495,真格,1
43496,申新,1
43497,破釜沉舟式,1
43498,减量,1
43499,桑塔纳,3
43500,志伟,4
43501,普通型,1
43502,选装型,1
43503,金属漆,1
43504,摇窗,1
43505,铝圈,1
